adjusted_edge_jaccard,config,div_fn,div_fp,div_jaccard,div_tp,edge_fn,edge_fp,edge_jaccard,edge_tp,edges_fragmented,edges_lost_to_detection,edges_recovered,missed_gt_nodes,safe_divisions_added,spurious_pred_nodes,stem,t_pred,t_true,weight,wrong_association_edges
0.9472002108199954,dcsd015,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,24,44171,44b6_12dfb391,44953,58672.0,806,0
0.8047992206434443,dcsd015,1,0,0.0,0,25,31,0.8181818181818182,252,17,8,252,5,40,21984,44b6_267148e4,22259,19130.0,308,0
0.8818153478859211,dcsd015,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,51,39928,44b6_2a2eff9f,40142,56367.0,231,0
0.9774175677101697,dcsd015,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8199,44b6_341df25f,8413,7436.0,209,0
0.9829874384981172,dcsd015,0,0,1.0,1,11,7,0.980110497237569,887,5,6,887,6,5,4929,6bba_062c8d37,5853,6030.0,905,0
0.8083259617254472,dcsd015,2,0,0.0,0,39,20,0.8383561643835616,306,7,32,306,26,10,28848,6bba_07e24132,29181,21485.0,365,0
0.9950752546782322,dcsd015,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,5,7107,6bba_085bf656,8300,8463.0,1170,0
0.8910581134757357,dcsd015,4,0,0.0,0,94,132,0.8871692461308038,1777,77,17,1777,13,24,27816,6bba_09961292,29753,31117.0,2003,0
0.9472002108199954,dcsd010,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,25,44171,44b6_12dfb391,44953,58672.0,806,0
0.8047821128166137,dcsd010,1,0,0.0,0,25,31,0.8181818181818182,252,17,8,252,5,47,21988,44b6_267148e4,22263,19130.0,308,0
0.881797100126974,dcsd010,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,62,39940,44b6_2a2eff9f,40154,56367.0,231,0
0.9774175677101697,dcsd010,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8199,44b6_341df25f,8413,7436.0,209,0
0.9829874384981172,dcsd010,0,0,1.0,1,11,7,0.980110497237569,887,5,6,887,6,5,4929,6bba_062c8d37,5853,6030.0,905,0
0.8083064514586474,dcsd010,2,0,0.0,0,39,20,0.8383561643835616,306,7,32,306,26,17,28853,6bba_07e24132,29186,21485.0,365,0
0.9950752546782322,dcsd010,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,5,7107,6bba_085bf656,8300,8463.0,1170,0
0.8910581134757357,dcsd010,4,0,0.0,0,94,132,0.8871692461308038,1777,77,17,1777,13,25,27816,6bba_09961292,29753,31117.0,2003,0
0.9471923232559728,divwide,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,19,44176,44b6_12dfb391,44958,58672.0,806,0
0.8048419902105213,divwide,1,0,0.0,0,25,31,0.8181818181818182,252,17,8,252,5,18,21974,44b6_267148e4,22249,19130.0,308,0
0.8818229511188156,divwide,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,32,39923,44b6_2a2eff9f,40137,56367.0,231,0
0.9774175677101697,divwide,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8199,44b6_341df25f,8413,7436.0,209,0
0.9829874384981172,divwide,0,0,1.0,1,11,7,0.980110497237569,887,5,6,887,6,5,4929,6bba_062c8d37,5853,6030.0,905,0
0.8083259617254472,divwide,2,0,0.0,0,39,20,0.8383561643835616,306,7,32,306,26,5,28848,6bba_07e24132,29181,21485.0,365,0
0.9950752546782322,divwide,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,4,7107,6bba_085bf656,8300,8463.0,1170,0
0.8910581134757357,divwide,4,0,0.0,0,94,132,0.8871692461308038,1777,77,17,1777,13,25,27816,6bba_09961292,29753,31117.0,2003,0
0.9471939007687774,sym075,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,26,44175,44b6_12dfb391,44957,58672.0,806,0
0.8048505441239368,sym075,1,0,0.0,0,25,31,0.8181818181818182,252,17,8,252,5,19,21972,44b6_267148e4,22247,19130.0,308,0
0.8818168685325001,sym075,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,42,39927,44b6_2a2eff9f,40141,56367.0,231,0
0.977350970707614,sym075,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,12,8204,44b6_341df25f,8418,7436.0,209,0
0.9829874384981172,sym075,0,0,1.0,1,11,7,0.980110497237569,887,5,6,887,6,4,4929,6bba_062c8d37,5853,6030.0,905,0
0.8083142555653674,sym075,2,0,0.0,0,39,20,0.8383561643835616,306,7,32,306,26,5,28851,6bba_07e24132,29184,21485.0,365,0
0.9950752546782322,sym075,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,5,7107,6bba_085bf656,8300,8463.0,1170,0
0.8910495602484374,sym075,4,0,0.0,0,94,132,0.8871692461308038,1777,77,17,1777,13,26,27819,6bba_09961292,29756,31117.0,2003,0
0.9484635976866981,diverge150,1,1,0.0,0,26,33,0.9267990074441688,747,18,8,747,6,29,44175,44b6_12dfb391,44957,58672.0,806,0
0.8047735589031982,diverge150,1,0,0.0,0,25,31,0.8181818181818182,252,17,8,252,5,31,21990,44b6_267148e4,22265,19130.0,308,0
0.8818031827132896,diverge150,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,40,39936,44b6_2a2eff9f,40150,56367.0,231,0
0.9774175677101697,diverge150,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,14,8199,44b6_341df25f,8413,7436.0,209,0
0.9829874384981172,diverge150,0,0,1.0,1,11,7,0.980110497237569,887,5,6,887,6,4,4929,6bba_062c8d37,5853,6030.0,905,0
0.8083259617254472,diverge150,2,0,0.0,0,39,20,0.8383561643835616,306,7,32,306,26,8,28848,6bba_07e24132,29181,21485.0,365,0
0.9950165779446176,diverge150,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,7,7112,6bba_085bf656,8305,8463.0,1170,0
0.8911597504615555,diverge150,4,4,0.0,0,92,134,0.887281795511222,1779,75,17,1779,13,38,27820,6bba_09961292,29757,31117.0,2005,0
0.9471907457431684,t55_dcsd015,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,24,44177,44b6_12dfb391,44959,58672.0,806,0
0.8131744616299211,t55_dcsd015,1,0,0.0,0,24,29,0.826797385620915,253,16,8,253,5,41,22007,44b6_267148e4,22282,19130.0,306,0
0.8818244717653946,t55_dcsd015,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,51,39922,44b6_2a2eff9f,40136,56367.0,231,0
0.9774175677101697,t55_dcsd015,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8199,44b6_341df25f,8413,7436.0,209,0
0.9851842557125876,t55_dcsd015,0,0,1.0,1,10,6,0.9823008849557522,888,4,6,888,6,5,4929,6bba_062c8d37,5853,6030.0,904,0
0.815443563354791,t55_dcsd015,2,0,0.0,0,38,18,0.8457300275482094,307,6,32,307,26,10,28846,6bba_07e24132,29179,21485.0,363,0
0.9933698735632566,t55_dcsd015,1,0,0.0,0,7,3,0.9914602903501281,1161,1,6,1161,5,5,7107,6bba_085bf656,8300,8463.0,1171,0
0.8943248531817481,t55_dcsd015,4,0,0.0,0,92,127,0.8903903903903904,1779,75,17,1779,13,25,27805,6bba_09961292,29742,31117.0,1998,0
0.9471907457431684,t55_dcsd010,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,25,44177,44b6_12dfb391,44959,58672.0,806,0
0.8131571736553133,t55_dcsd010,1,0,0.0,0,24,29,0.826797385620915,253,16,8,253,5,49,22011,44b6_267148e4,22286,19130.0,306,0
0.8818062240064475,t55_dcsd010,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,62,39934,44b6_2a2eff9f,40148,56367.0,231,0
0.9774175677101697,t55_dcsd010,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8199,44b6_341df25f,8413,7436.0,209,0
0.9851842557125876,t55_dcsd010,0,0,1.0,1,10,6,0.9823008849557522,888,4,6,888,6,5,4929,6bba_062c8d37,5853,6030.0,904,0
0.8154238814830771,t55_dcsd010,2,0,0.0,0,38,18,0.8457300275482094,307,6,32,307,26,17,28851,6bba_07e24132,29184,21485.0,363,0
0.9933698735632566,t55_dcsd010,1,0,0.0,0,7,3,0.9914602903501281,1161,1,6,1161,5,5,7107,6bba_085bf656,8300,8463.0,1171,0
0.8943248531817481,t55_dcsd010,4,0,0.0,0,92,127,0.8903903903903904,1779,75,17,1779,13,27,27805,6bba_09961292,29742,31117.0,1998,0
0.9471828581791458,t55_divwide,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,19,44182,44b6_12dfb391,44964,58672.0,806,0
0.8132133595727888,t55_divwide,1,0,0.0,0,24,29,0.826797385620915,253,16,8,253,5,18,21998,44b6_267148e4,22273,19130.0,306,0
0.8818427195243417,t55_divwide,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,32,39910,44b6_2a2eff9f,40124,56367.0,231,0
0.9774175677101697,t55_divwide,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8199,44b6_341df25f,8413,7436.0,209,0
0.9851842557125876,t55_divwide,0,0,1.0,1,10,6,0.9823008849557522,888,4,6,888,6,5,4929,6bba_062c8d37,5853,6030.0,904,0
0.8154238814830771,t55_divwide,2,0,0.0,0,38,18,0.8457300275482094,307,6,32,307,26,6,28851,6bba_07e24132,29184,21485.0,363,0
0.9933698735632566,t55_divwide,1,0,0.0,0,7,3,0.9914602903501281,1161,1,6,1161,5,4,7107,6bba_085bf656,8300,8463.0,1171,0
0.8943248531817481,t55_divwide,4,0,0.0,0,92,127,0.8903903903903904,1779,75,17,1779,13,26,27805,6bba_09961292,29742,31117.0,1998,0
0.9484541199221006,t55_diverge150,1,1,0.0,0,26,33,0.9267990074441688,747,18,8,747,6,29,44181,44b6_12dfb391,44963,58672.0,806,0
0.8131744616299211,t55_diverge150,1,0,0.0,0,24,29,0.826797385620915,253,16,8,253,5,30,22007,44b6_267148e4,22282,19130.0,306,0
0.8818229511188156,t55_diverge150,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,39,39923,44b6_2a2eff9f,40137,56367.0,231,0
