epoch,recorded_at_utc,edge_loss,det_loss,validation_loss,validation_acc,validation_recall,validation_score,best_score,is_best,train_seconds,validation_seconds,base_seed,effective_seed,fold
231,2026-07-14T07:49:28Z,0.00017602498544466637,0.0028817230787913017,0.00013604183907351463,0.9998496436803748,0.9620637329286799,0.9619190805665518,0.9733046628005367,0,1206.5213861633092,21.837710560299456,314159,314159,0
232,2026-07-14T08:09:54Z,0.00017457992184460492,0.0028947343365371167,0.00014667600383727386,0.999848560854874,0.9663993063082593,0.9662529556234616,0.9733046628005367,0,1204.5224537318572,21.283192983828485,314159,314159,0
233,2026-07-14T08:30:18Z,0.0001732065065184098,0.002860871871167951,0.00013430162644423828,0.9998483762365077,0.9655321916323434,0.9653857940076751,0.9733046628005367,0,1201.7854002388194,21.116992957890034,314159,314159,0
234,2026-07-14T08:50:58Z,0.00017179578830635333,0.002951509748340233,0.00015453076545527647,0.9998398124144612,0.9688922610015175,0.9687370564895804,0.9733046628005367,0,1218.6066863490269,21.370409942232072,314159,314159,0
235,2026-07-14T09:11:29Z,0.00017420555966335535,0.0030102536276415686,0.00013985747734812399,0.9998557385815982,0.9690006503360069,0.9688608609277571,0.9733046628005367,0,1210.0261940788478,21.51706384588033,314159,314159,0
236,2026-07-14T09:31:51Z,0.00016998257390556798,0.002959931134769776,0.00015492101778333907,0.9998440071972025,0.9713852156947756,0.9712336865923833,0.9733046628005367,0,1199.8280321611091,21.296818657778203,314159,314159,0
237,2026-07-14T09:52:14Z,0.00017316163464193527,0.002924563463392418,0.00012349181890260324,0.9998595314649519,0.9646650769564274,0.9645295718662553,0.9733046628005367,0,1201.5216689473018,21.759343673475087,314159,314159,0
238,2026-07-14T10:12:42Z,0.00016884912997168822,0.002996315818619314,0.00013010786215774596,0.9998593357266193,0.9660741383047908,0.9659382461880943,0.9733046628005367,0,1206.0435645077378,21.623162642121315,314159,314159,0
239,2026-07-14T10:33:03Z,0.00016717728724055655,0.0028479788847428533,0.00011549773823564091,0.9998673548294653,0.9646650769564274,0.9645371187927857,0.9733046628005367,0,1198.6218851646408,21.4469821061939,314159,314159,0
240,2026-07-14T10:53:33Z,0.0001661802861111993,0.0028752320777366363,0.00013838252132439985,0.9998481998862022,0.968783871667028,0.9686368101650634,0.9733046628005367,0,1208.603276450187,21.42535919509828,314159,314159,0
241,2026-07-14T11:13:58Z,0.00016735513792183406,0.0028290081311308215,0.0001388156833622843,0.9998476265163384,0.9698677650119228,0.9697199828818769,0.9733046628005367,0,1202.9578546136618,21.492920455522835,314159,314159,0
242,2026-07-14T11:34:30Z,0.00016604822870158858,0.0028727915066291336,0.00014126940447177632,0.9998598833906865,0.972360719705181,0.9722244758181063,0.9733046628005367,0,1210.990211673081,21.064967328682542,314159,314159,0
243,2026-07-14T11:55:03Z,0.0001716384859530764,0.0029384315356603442,0.00012810917509656892,0.9998674445613439,0.9700845436809018,0.9699559536986807,0.9733046628005367,0,1211.2454301323742,21.55971779488027,314159,314159,0
